ItemName,Zone,Rack,Slot,Slot Dimensions,Max Weight,Near Picking Zone,Near Packing Machine,Near Outbound Gate
Vitamins,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Plates,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Shirt,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Gardening Tools,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Painkillers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pet Food,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Board Games,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Shoes,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Shirt,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Alcohol,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pots,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Fertilizer,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Drills,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pots,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Fiction,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Nails,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pet Toys,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Car Oil,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Camera,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Gasoline,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Seeds,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Foundation,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Board Games,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Jacket,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Staplers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Academic,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Bleach,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pet Toys,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Headphones,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Plant Pots,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Lipstick,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Gasoline,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Cutlery,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Screws,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Plates,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pet Care Products,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Oil,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pots,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Bleach,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Alcohol,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Nails,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pet Food,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Non-fiction,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Staplers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pants,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Alkali,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pens,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Shoes,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Detergent,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Gasoline,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Fiction,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Shoes,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pens,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Paint,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Wheat,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Shirt,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Plates,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Laptop,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Acid,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Alcohol,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Camera,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Salt,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Paint,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Markers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Fertilizer,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pans,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Car Oil,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Mascara,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Cutlery,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Gasoline,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Fertilizer,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Shirt,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Painkillers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Staplers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Camera,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Markers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Prescription Medicine,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Mascara,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Chair,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Alcohol,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Jacket,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Staplers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Seeds,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pet Care Products,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Shirt,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Detergent,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pens,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Headphones,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Gasoline,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Salt,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Car Oil,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Oil,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Paint,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Notebooks,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Headphones,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Rice,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Chair,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Fiction,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Laptop,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Gardening Tools,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Pet Beds,Zone 8,Rack 2,Slot 1,"[69, 52, 74]",626,False,False,True
Screws,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Alcohol,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Salt,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Painkillers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Sugar,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Nails,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pet Care Products,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Salt,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Plates,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Painkillers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Dolls,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Mascara,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Football,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Acid,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Hammers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Markers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Prescription Medicine,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Batteries,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Batteries,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Drills,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Seeds,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Alkali,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Prescription Medicine,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pans,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Markers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Basketball,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Nails,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Vitamins,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Football,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Cereal,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Alcohol,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pots,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Vitamins,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Comics,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Rice,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Prescription Medicine,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pens,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pet Toys,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Acid,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Prescription Medicine,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Foundation,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Hammers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Puzzles,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Fertilizer,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Seeds,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Alkali,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pet Toys,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Camera,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Bleach,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pots,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Dolls,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Plant Pots,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Alcohol,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Fertilizer,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Detergent,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Puzzles,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Vitamins,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Markers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Nails,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Cutlery,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Dolls,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Cutlery,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Cutlery,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Prescription Medicine,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Screws,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Football,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Batteries,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Basketball,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Plant Pots,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pet Care Products,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Eyeliner,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Staplers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Batteries,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Prescription Medicine,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Eyeliner,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Hammers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Vitamins,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Vitamins,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pens,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Eyeliner,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Camera,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Alcohol,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pens,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Eyeliner,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Eyeliner,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Football,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pasta,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Hammers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Camera,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Screws,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pens,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Staplers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Eyeliner,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Staplers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Detergent,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Headphones,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Bleach,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Basketball,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pens,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Batteries,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Notebooks,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Football,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Nails,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Batteries,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Camera,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Camera,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Lipstick,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Drills,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Action Figures,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Cutlery,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Camera,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pots,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Lipstick,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Acid,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Foundation,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pots,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Plates,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Staplers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Football,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Screws,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Staplers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Alcohol,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Cereal,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Seeds,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Cutlery,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Markers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Dolls,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Puzzles,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Shoes,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pet Care Products,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pet Care Products,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Bleach,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Staplers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Non-fiction,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pasta,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Cutlery,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Prescription Medicine,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Headphones,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Headphones,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Seeds,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Acid,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Action Figures,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Alkali,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Basketball,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Hammers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Eyeliner,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Action Figures,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Shoes,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Puzzles,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Nails,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Football,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Fiction,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Mascara,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Screws,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pasta,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Painkillers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pens,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Rice,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Mobile,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pots,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Basketball,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Nails,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Action Figures,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Plates,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Seeds,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Markers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Shoes,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Alkali,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Bleach,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Plant Pots,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pet Toys,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Shirt,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Headphones,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Shoes,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Plant Pots,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pet Care Products,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Prescription Medicine,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Puzzles,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Staplers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Acid,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Prescription Medicine,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Lipstick,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Alcohol,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Drills,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Detergent,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pots,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Mobile,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Comics,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pet Care Products,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Detergent,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Headphones,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Fiction,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Batteries,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Painkillers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Nails,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Seeds,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Headphones,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Sugar,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Alkali,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Shoes,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Drills,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pens,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Shoes,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Drills,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Painkillers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Non-fiction,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Comics,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Lipstick,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Vitamins,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Cereal,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Alcohol,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Shirt,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Plates,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Cereal,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pens,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Pet Care Products,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Puzzles,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Screws,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Nails,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Painkillers,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
Vitamins,Zone 8,Rack 2,Slot 2,"[30, 50, 56]",2158,False,False,True
